trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
50,False,"{'a': 0.01, 'e': 0.6065306597126334}",25,0,-112.3766675841883,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.6004955788122659}",25,0,-121.71125013734813,"{0: 17, 1: 3, 2: 1, 3: 2, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.5945205479701944}",30,0,-82.36437237426884,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
53,False,"{'a': 0.01, 'e': 0.5886049696783552}",20,0,-28.19012400001612,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
54,False,"{'a': 0.01, 'e': 0.5827482523739896}",20,0,-76.03856615415089,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.5769498103804866}",25,0,-88.19191063988447,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.5712090638488149}",25,0,-47.151222734522406,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.5655254386995371}",30,0,11.746628640422486,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.559898366565402}",25,0,-68.26537189498939,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.5543272847345071}",25,0,-95.02375342443251,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
60,False,"{'a': 0.01, 'e': 0.5488116360940264}",25,0,-79.87079601301375,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
61,False,"{'a': 0.01, 'e': 0.5433508690744998}",25,0,-133.46889876714897,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
62,False,"{'a': 0.01, 'e': 0.5379444375946745}",30,0,0.5353705946946408,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.5325918010068972}",25,0,-98.15775234204165,"{0: 17, 1: 1, 2: 4, 3: 2, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.5272924240430485}",20,0,-62.64515686869659,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.522045776761016}",20,0,-1.5437601381409864,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.5168513344916992}",20,0,-59.72913592791139,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.5117085777865424}",25,0,-105.32726133147914,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
68,False,"{'a': 0.01, 'e': 0.5066169923655895}",25,15,-34.9562956966537,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
69,False,"{'a': 0.01, 'e': 0.5015760690660555}",20,10,-8.95217883841388,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.49658530379140947}",25,0,-92.33983680338753,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.4916441974609651}",20,0,-14.863486227194826,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.4867522559599717}",20,9,15.824632879291135,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.48190899009020244}",25,8,1.508823454617968,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.4771139155210344}",20,0,-47.320277203603034,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",35,7,9.257566101142935,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",20,6,-67.9929136108804,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",25,9,-18.428517244762638,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",35,19,-71.46552821364433,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",20,0,4.9972645859138956,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",25,0,-83.28129769645041,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",35,19,-59.42390479650802,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",25,0,-56.25400197306803,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,1,6.825450670005679,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",30,0,-51.73048125460509,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,20.501570720748116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",35,9,-96.22555839350831,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 2}",1
87,False,"{'a': 0.01, 'e': 0.418951549247639}",25,9,-21.928394831977734,"{0: 13, 1: 1, 2: 0, 3: 2, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,14,10.756061018088925,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",20,0,-25.93150241398068,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",30,4,-4.27795704214152,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",20,16,7.824173921847458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",25,18,0.9198050587928432,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",30,0,-48.293837568699175,"{0: 26, 1: 1, 2: 0, 3: 2, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",20,12,-10.533148579212433,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",30,0,-28.4234803412409,"{0: 25, 1: 0, 2: 3, 3: 2, 4: 0}",0
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",20,0,-27.688168099392737,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",25,18,9.615315718953086,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",20,0,-44.2675589300336,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",20,8,-2.438504189498145,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",20,13,-35.980709659374014,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",25,1,-30.002750487620396,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",25,0,38.85983214209669,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",25,10,16.186764179655007,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",20,7,21.07426278879481,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",20,9,16.625742805151404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",30,1,-83.1983702737139,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 2}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,9,-45.85500059478328,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",20,10,-28.481155882602806,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.33621649370673334}",20,13,5.526349673001851,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",20,0,-47.65921800358535,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,10,14.8972506610857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",20,16,6.819188069019647,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",30,5,-40.73724828766683,"{0: 21, 1: 0, 2: 1, 3: 3, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",25,0,26.863169967077372,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,9,5.898742013312399,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",25,0,-42.21752127091908,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,0,-33.373852753191684,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",25,16,-1.7666201063410438,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",30,7,-15.49510569015334,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,2,-10.409935833593227,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",25,0,-8.292173894229727,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",25,0,28.46836771491963,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",20,14,10.053170118264442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",25,19,9.272007004668424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",20,12,-39.918594362061235,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",20,6,6.831621583345029,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",30,8,-22.605190685614176,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,0,8.572752384047261,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",30,5,-39.536249046737545,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",20,0,20.117312972145548,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",25,0,-66.11348072042719,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,0,5.7427747027868,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,2,-13.749959185918158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.01, 'e': 0.261845668580326}",25,2,16.756684615573462,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",30,16,3.0926564984613374,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",25,0,-15.715521873729537,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",25,0,17.39972590508259,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",30,14,7.847234681157265,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,0,31.454046857818295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",30,4,31.61151027563794,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,12,7.362093734058838,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,11,5.918758844327099,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,9,-21.413398294951634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",25,0,-40.29573571018649,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",25,7,15.558761752705587,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",25,15,-0.8221499893439153,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",25,6,22.6224765624041,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",25,13,22.088615004426313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",35,24,11.19497518607525,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",20,8,18.267122680610456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",30,13,-10.394455978229503,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",30,0,-117.36746665677006,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 3}",0
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",25,12,27.48540127954143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",20,8,20.209798913202803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,6,-18.416748805454265,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,0,19.866879484399092,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,8,-21.020004861005656,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",20,7,21.317450904535182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",20,5,-56.62455975273887,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",25,0,-40.61434713436226,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,0,-32.672239539010036,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",20,0,-4.121850370077095,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",20,0,-9.688131466750939,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,4,1.9475715286388342,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",25,6,0.44221295627202384,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",25,11,20.58737804340531,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",20,13,11.782054944412351,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,0,-32.48343597155738,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",25,15,16.367136751865836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,11,-32.763773512913,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,4,-47.82907516768411,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",20,11,3.617064311368375,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,6,21.706117086833455,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",20,0,25.170099601166832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",20,3,-1.8642698946863154,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",25,1,17.302301196336632,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",20,12,-30.31729428037751,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",20,0,23.419758597370397,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,7,1.742739611161486,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",20,8,-20.83237517598483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,2,-40.987043526771735,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",30,0,15.46710674743685,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",25,17,-1.9475299822932743,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,0,25.55773344672272,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.01, 'e': 0.1572371663136276}",20,0,20.920650570080667,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.1556726303679973}",30,24,12.565772985038947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
